elapsed_sec,run_id,leg,temp_c,humidity_pct,status,data_missing
53,1,highway_transit,5.05,47.1,OK,False
54,1,highway_transit,4.8,47.6,OK,False
55,1,highway_transit,4.94,49.7,OK,False
56,1,highway_transit,5.18,49.5,OK,False
57,1,highway_transit,5.1,50.1,OK,False
58,1,highway_transit,4.83,48.5,OK,False
59,1,highway_transit,4.91,51.6,OK,False
60,1,highway_transit,4.93,51.0,OK,False
61,1,highway_transit,5.1,49.5,OK,False
62,1,highway_transit,5.1,52.3,OK,False
63,1,highway_transit,5.1,50.0,OK,False
64,1,highway_transit,4.95,49.6,OK,False
65,1,highway_transit,5.19,49.8,OK,False
66,1,highway_transit,5.14,50.4,OK,False
67,1,highway_transit,5.14,50.1,OK,False
68,1,highway_transit,4.99,51.5,OK,False
69,1,highway_transit,5.12,51.7,OK,False
70,1,highway_transit,5.14,49.8,OK,False
71,1,highway_transit,5.05,47.3,OK,False
72,1,highway_transit,5.14,49.8,OK,False
73,1,highway_transit,5.17,48.8,OK,False
74,1,highway_transit,4.96,52.1,OK,False
75,1,highway_transit,5.04,50.8,OK,False
76,1,highway_transit,5.19,52.4,OK,False
77,1,highway_transit,4.96,49.4,OK,False
78,1,highway_transit,4.9,48.0,OK,False
79,1,highway_transit,4.88,50.1,OK,False
80,1,highway_transit,4.94,48.0,OK,False
81,1,highway_transit,5.01,50.3,OK,False
82,1,highway_transit,5.07,47.3,OK,False
83,1,highway_transit,5.1,49.5,OK,False
84,1,highway_transit,4.8,51.2,OK,False
85,1,highway_transit,4.97,48.0,OK,False
86,1,highway_transit,5.1,52.4,OK,False
87,1,highway_transit,4.83,52.4,OK,False
88,1,highway_transit,5.04,47.3,OK,False
89,1,highway_transit,5.02,51.3,OK,False
90,1,customs_hub_hold,6.16,52.1,OK,False
91,1,customs_hub_hold,5.97,56.8,OK,False
92,1,customs_hub_hold,6.02,53.6,OK,False
93,1,customs_hub_hold,6.16,54.0,OK,False
94,1,customs_hub_hold,5.93,53.0,OK,False
95,1,customs_hub_hold,6.18,54.4,OK,False
96,1,customs_hub_hold,5.81,56.4,OK,False
97,1,customs_hub_hold,6.15,57.2,OK,False
98,1,customs_hub_hold,5.97,55.2,OK,False
99,1,customs_hub_hold,6.14,57.0,OK,False
100,1,customs_hub_hold,6.01,52.9,OK,False
101,1,customs_hub_hold,6.13,52.0,OK,False
102,1,customs_hub_hold,6.18,53.3,OK,False
103,1,customs_hub_hold,6.01,57.2,OK,False
104,1,customs_hub_hold,5.87,57.8,OK,False
105,1,customs_hub_hold,5.84,54.2,OK,False
106,1,customs_hub_hold,6.09,54.5,OK,False
107,1,customs_hub_hold,5.8,57.5,OK,False
108,1,customs_hub_hold,5.86,54.1,OK,False
109,1,customs_hub_hold,5.8,57.0,OK,False
110,1,customs_hub_hold,5.87,54.9,OK,False
111,1,customs_hub_hold,6.02,52.3,OK,False
112,1,customs_hub_hold,5.88,53.2,OK,False
113,1,customs_hub_hold,5.94,53.0,OK,False
114,1,customs_hub_hold,6.1,54.2,OK,False
115,1,customs_hub_hold,5.85,57.7,OK,False
116,1,customs_hub_hold,6.09,54.6,OK,False
117,1,customs_hub_hold,6.01,53.9,OK,False
118,1,customs_hub_hold,6.03,56.3,OK,False
119,1,customs_hub_hold,5.87,57.7,OK,False
120,1,customs_hub_hold,6.14,52.6,OK,False
121,1,customs_hub_hold,5.8,57.6,OK,False
122,1,customs_hub_hold,6.15,54.0,OK,False
123,1,customs_hub_hold,6.07,52.1,OK,False
124,1,customs_hub_hold,5.99,53.9,OK,False
125,1,customs_hub_hold,6.08,55.9,OK,False
126,1,customs_hub_hold,6.05,54.5,OK,False
127,1,customs_hub_hold,5.85,54.7,OK,False
128,1,customs_hub_hold,6.07,52.4,OK,False
129,1,customs_hub_hold,6.09,53.2,OK,False
130,1,customs_hub_hold,5.94,54.6,OK,False
131,1,customs_hub_hold,6.11,53.7,OK,False
132,1,customs_hub_hold,5.86,52.4,OK,False
133,1,customs_hub_hold,5.83,52.5,OK,False
134,1,customs_hub_hold,5.93,53.2,OK,False
135,1,last_mile_delivery,5.18,45.3,OK,False
136,1,last_mile_delivery,5.13,50.9,OK,False
137,1,last_mile_delivery,5.13,50.6,OK,False
138,1,last_mile_delivery,5.1,48.2,OK,False
139,1,last_mile_delivery,4.82,48.1,OK,False
140,1,last_mile_delivery,4.99,46.9,OK,False
141,1,last_mile_delivery,5.06,50.1,OK,False
142,1,last_mile_delivery,4.86,50.2,OK,False
143,1,last_mile_delivery,4.82,49.1,OK,False
144,1,last_mile_delivery,4.85,46.1,OK,False
145,1,last_mile_delivery,4.84,47.3,OK,False
146,1,last_mile_delivery,4.81,46.0,OK,False
147,1,last_mile_delivery,4.95,50.4,OK,False
148,1,last_mile_delivery,4.9,48.8,OK,False
149,1,last_mile_delivery,5.15,46.8,OK,False
150,1,last_mile_delivery,5.11,49.6,OK,False
151,1,last_mile_delivery,4.85,49.0,OK,False
152,1,last_mile_delivery,5.15,48.5,OK,False
153,1,last_mile_delivery,4.89,45.3,OK,False
154,1,last_mile_delivery,4.87,47.7,OK,False
155,1,last_mile_delivery,5.02,47.0,OK,False
156,1,last_mile_delivery,4.89,46.0,OK,False
157,1,last_mile_delivery,5.06,45.9,OK,False
158,1,last_mile_delivery,4.92,48.5,OK,False
159,1,last_mile_delivery,5.1,45.8,OK,False
160,1,last_mile_delivery,5.14,47.1,OK,False
161,1,last_mile_delivery,5.05,50.3,OK,False
162,1,last_mile_delivery,5.0,50.2,OK,False
163,1,last_mile_delivery,4.96,45.7,OK,False
164,1,last_mile_delivery,4.83,45.4,OK,False
0,2,cold_storage_loading,4.18,46.9,OK,False
1,2,cold_storage_loading,4.02,45.0,OK,False
2,2,cold_storage_loading,3.92,47.3,OK,False
3,2,cold_storage_loading,4.01,46.7,OK,False
4,2,cold_storage_loading,4.1,43.3,OK,False
5,2,cold_storage_loading,4.05,47.4,OK,False
6,2,cold_storage_loading,3.94,44.4,OK,False
7,2,cold_storage_loading,3.84,47.0,OK,False
8,2,cold_storage_loading,3.8,44.6,OK,False
9,2,cold_storage_loading,4.05,46.2,OK,False
10,2,cold_storage_loading,3.9,45.4,OK,False
11,2,cold_storage_loading,3.88,44.9,OK,False
12,2,cold_storage_loading,3.86,43.9,OK,False
13,2,cold_storage_loading,3.91,43.6,OK,False
14,2,cold_storage_loading,3.8,45.2,OK,False
15,2,cold_storage_loading,4.0,47.8,OK,False
16,2,cold_storage_loading,4.01,43.6,OK,False
17,2,cold_storage_loading,3.84,44.3,OK,False
18,2,cold_storage_loading,3.89,47.2,OK,False
19,2,cold_storage_loading,3.96,42.2,OK,False
20,2,cold_storage_loading,3.98,45.9,OK,False
21,2,cold_storage_loading,4.18,44.6,OK,False
22,2,cold_storage_loading,3.96,43.2,OK,False
23,2,cold_storage_loading,3.96,45.9,OK,False
24,2,cold_storage_loading,3.93,47.6,OK,False
25,2,cold_storage_loading,3.91,42.3,OK,False
26,2,cold_storage_loading,4.07,45.1,OK,False
27,2,cold_storage_loading,4.12,44.5,OK,False
28,2,cold_storage_loading,4.16,46.4,OK,False
29,2,cold_storage_loading,3.83,45.5,OK,False
30,2,highway_transit,4.95,51.1,OK,False
31,2,highway_transit,4.86,49.5,OK,False
32,2,highway_transit,4.88,49.2,OK,False
33,2,highway_transit,4.81,52.8,OK,False
34,2,highway_transit,4.94,49.3,OK,False
35,2,highway_transit,4.86,51.5,OK,False
36,2,highway_transit,4.9,49.1,OK,False
37,2,highway_transit,4.98,49.9,OK,False
38,2,highway_transit,4.9,52.3,OK,False
39,2,highway_transit,5.18,48.3,OK,False
40,2,highway_transit,4.99,48.1,OK,False
41,2,highway_transit,4.92,52.4,OK,False
42,2,highway_transit,4.91,49.9,OK,False
43,2,highway_transit,5.14,51.3,OK,False
44,2,highway_transit,5.1,47.0,OK,False
45,2,highway_transit,5.11,49.9,OK,False
46,2,highway_transit,4.84,49.4,OK,False
47,2,highway_transit,5.08,52.0,OK,False
48,2,highway_transit,5.17,51.8,OK,False
49,2,highway_transit,4.92,47.6,OK,False
50,2,highway_transit,5.02,49.1,OK,False
51,2,highway_transit,5.18,47.0,OK,False
52,2,highway_transit,5.01,48.6,OK,False
53,2,highway_transit,4.83,47.2,OK,False
54,2,highway_transit,5.13,48.2,OK,False
55,2,highway_transit,5.08,52.4,OK,False
56,2,highway_transit,5.16,51.3,OK,False
57,2,highway_transit,5.0,52.5,OK,False
58,2,highway_transit,5.19,50.0,OK,False
59,2,highway_transit,4.95,50.2,OK,False
60,2,highway_transit,4.99,49.0,OK,False
61,2,highway_transit,5.0,51.3,OK,False
62,2,highway_transit,4.93,51.6,OK,False
63,2,highway_transit,4.93,52.3,OK,False
64,2,highway_transit,5.03,51.5,OK,False
65,2,highway_transit,5.11,51.9,OK,False
66,2,highway_transit,5.01,47.1,OK,False
67,2,highway_transit,5.01,47.2,OK,False
68,2,highway_transit,5.18,50.0,OK,False
69,2,highway_transit,5.04,49.7,OK,False
70,2,highway_transit,5.01,52.6,OK,False
71,2,highway_transit,4.83,47.6,OK,False
72,2,highway_transit,5.01,51.9,OK,False
73,2,highway_transit,5.07,50.6,OK,False
74,2,highway_transit,5.12,51.2,OK,False
75,2,highway_transit,4.88,47.9,OK,False
76,2,highway_transit,5.11,51.8,OK,False
77,2,highway_transit,5.05,51.8,OK,False
78,2,highway_transit,5.0,48.3,OK,False
79,2,highway_transit,4.96,52.5,OK,False
80,2,highway_transit,5.08,48.3,OK,False
81,2,highway_transit,5.15,52.9,OK,False
82,2,highway_transit,4.87,52.9,OK,False
83,2,highway_transit,5.0,51.3,OK,False
84,2,highway_transit,5.13,48.7,OK,False
85,2,highway_transit,5.14,49.0,OK,False
86,2,highway_transit,5.0,51.1,OK,False
87,2,highway_transit,4.86,51.8,OK,False
88,2,highway_transit,4.88,52.9,OK,False
89,2,highway_transit,4.84,48.9,OK,False
90,2,customs_hub_hold,6.12,57.5,OK,False
91,2,customs_hub_hold,6.07,54.9,OK,False
92,2,customs_hub_hold,5.84,54.5,OK,False
93,2,customs_hub_hold,6.05,56.0,OK,False
94,2,customs_hub_hold,6.06,53.3,OK,False
95,2,customs_hub_hold,6.16,56.8,OK,False
96,2,customs_hub_hold,6.15,54.8,OK,False
97,2,customs_hub_hold,6.03,56.4,OK,False
98,2,customs_hub_hold,6.07,57.7,OK,False
99,2,customs_hub_hold,6.08,55.3,OK,False
100,2,customs_hub_hold,5.82,53.1,OK,False
101,2,customs_hub_hold,5.99,52.0,OK,False
102,2,customs_hub_hold,6.16,53.9,OK,False
103,2,customs_hub_hold,6.15,55.7,OK,False
104,2,customs_hub_hold,5.94,56.9,OK,False
105,2,customs_hub_hold,5.88,55.7,OK,False
106,2,customs_hub_hold,5.98,56.3,OK,False
107,2,customs_hub_hold,5.8,56.3,OK,False
108,2,customs_hub_hold,5.85,55.5,OK,False
109,2,customs_hub_hold,6.13,55.3,OK,False
110,2,customs_hub_hold,5.87,57.1,OK,False
111,2,customs_hub_hold,5.84,52.6,OK,False
112,2,customs_hub_hold,5.89,53.7,OK,False
113,2,customs_hub_hold,6.01,53.3,OK,False
114,2,customs_hub_hold,5.93,55.7,OK,False
115,2,customs_hub_hold,5.83,56.7,OK,False
116,2,customs_hub_hold,5.98,57.2,OK,False
117,2,customs_hub_hold,5.82,55.1,OK,False
118,2,customs_hub_hold,5.86,54.6,OK,False
119,2,customs_hub_hold,5.94,57.4,OK,False
120,2,customs_hub_hold,6.01,52.5,OK,False
121,2,customs_hub_hold,5.8,57.2,OK,False
122,2,customs_hub_hold,6.1,55.3,OK,False
123,2,customs_hub_hold,5.87,52.2,OK,False
124,2,customs_hub_hold,6.11,55.8,OK,False
125,2,customs_hub_hold,5.89,53.8,OK,False
126,2,customs_hub_hold,5.83,57.0,OK,False
127,2,customs_hub_hold,5.83,57.4,OK,False
128,2,customs_hub_hold,5.94,52.1,OK,False
129,2,customs_hub_hold,5.98,54.4,OK,False
130,2,customs_hub_hold,6.01,56.5,OK,False
131,2,customs_hub_hold,6.02,55.4,OK,False
132,2,customs_hub_hold,5.92,52.1,OK,False
133,2,customs_hub_hold,6.19,52.3,OK,False
134,2,customs_hub_hold,6.06,53.7,OK,False
135,2,last_mile_delivery,5.16,50.9,OK,False
136,2,last_mile_delivery,5.06,50.1,OK,False
137,2,last_mile_delivery,5.06,49.5,OK,False
138,2,last_mile_delivery,4.93,45.4,OK,False
139,2,last_mile_delivery,5.17,45.2,OK,False
140,2,last_mile_delivery,5.18,48.8,OK,False
141,2,last_mile_delivery,4.92,48.5,OK,False
142,2,last_mile_delivery,4.92,48.7,OK,False
143,2,last_mile_delivery,4.84,47.2,OK,False
144,2,last_mile_delivery,4.83,47.2,OK,False
145,2,last_mile_delivery,4.81,48.9,OK,False
146,2,last_mile_delivery,5.15,46.3,OK,False
147,2,last_mile_delivery,5.1,49.1,OK,False
148,2,last_mile_delivery,5.0,45.9,OK,False
149,2,last_mile_delivery,5.03,47.9,OK,False
150,2,last_mile_delivery,4.95,47.5,OK,False
151,2,last_mile_delivery,4.9,46.3,OK,False
152,2,last_mile_delivery,5.1,45.3,OK,False
153,2,last_mile_delivery,4.91,45.6,OK,False
154,2,last_mile_delivery,4.87,50.4,OK,False
155,2,last_mile_delivery,5.17,49.0,OK,False
156,2,last_mile_delivery,4.91,47.0,OK,False
157,2,last_mile_delivery,4.85,46.1,OK,False
158,2,last_mile_delivery,5.04,46.0,OK,False
159,2,last_mile_delivery,4.93,46.6,OK,False
160,2,last_mile_delivery,5.08,49.2,OK,False
161,2,last_mile_delivery,4.9,48.9,OK,False
162,2,last_mile_delivery,5.13,48.7,OK,False
163,2,last_mile_delivery,5.12,46.4,OK,False
164,2,last_mile_delivery,5.19,45.8,OK,False
0,3,cold_storage_loading,4.17,43.0,OK,False
1,3,cold_storage_loading,4.13,46.5,OK,False
2,3,cold_storage_loading,4.18,46.6,OK,False
3,3,cold_storage_loading,4.08,46.4,OK,False
4,3,cold_storage_loading,3.85,43.6,OK,False
5,3,cold_storage_loading,4.14,43.4,OK,False
6,3,cold_storage_loading,3.81,45.6,OK,False
7,3,cold_storage_loading,4.19,46.5,OK,False
8,3,cold_storage_loading,3.8,42.9,OK,False
9,3,cold_storage_loading,3.81,47.6,OK,False
10,3,cold_storage_loading,3.95,44.1,OK,False
11,3,cold_storage_loading,4.05,43.0,OK,False
12,3,cold_storage_loading,3.89,45.2,OK,False
13,3,cold_storage_loading,4.13,44.4,OK,False
14,3,cold_storage_loading,4.0,46.1,OK,False
15,3,cold_storage_loading,4.1,44.7,OK,False
16,3,cold_storage_loading,4.08,46.7,OK,False
17,3,cold_storage_loading,3.86,45.1,OK,False
18,3,cold_storage_loading,3.9,46.8,OK,False
19,3,cold_storage_loading,4.04,47.6,OK,False
20,3,cold_storage_loading,4.07,44.5,OK,False
21,3,cold_storage_loading,4.17,42.9,OK,False
22,3,cold_storage_loading,3.84,43.8,OK,False
23,3,cold_storage_loading,3.97,44.5,OK,False
24,3,cold_storage_loading,3.83,43.7,OK,False
25,3,cold_storage_loading,3.93,45.1,OK,False
26,3,cold_storage_loading,4.17,47.0,OK,False
27,3,cold_storage_loading,4.01,46.1,OK,False
28,3,cold_storage_loading,4.07,45.6,OK,False
29,3,cold_storage_loading,4.08,43.9,OK,False
30,3,highway_transit,5.06,47.5,OK,False
31,3,highway_transit,5.09,48.1,OK,False
32,3,highway_transit,5.12,52.6,OK,False
33,3,highway_transit,5.18,49.7,OK,False
34,3,highway_transit,5.01,50.8,OK,False
35,3,highway_transit,5.02,48.1,OK,False
36,3,highway_transit,4.88,49.8,OK,False
37,3,highway_transit,4.87,51.0,OK,False
38,3,highway_transit,5.15,48.6,OK,False
39,3,highway_transit,4.97,48.6,OK,False
40,3,highway_transit,5.05,49.0,OK,False
41,3,highway_transit,5.18,51.4,OK,False
42,3,highway_transit,5.13,48.0,OK,False
43,3,highway_transit,4.91,47.1,OK,False
44,3,highway_transit,5.05,50.0,OK,False
45,3,highway_transit,4.83,48.7,OK,False
46,3,highway_transit,5.06,50.6,OK,False
47,3,highway_transit,4.82,48.5,OK,False
48,3,highway_transit,5.12,51.2,OK,False
49,3,highway_transit,4.98,47.2,OK,False
50,3,highway_transit,5.06,50.5,OK,False
51,3,highway_transit,5.17,49.3,OK,False
52,3,highway_transit,5.15,52.4,OK,False
53,3,highway_transit,5.01,47.3,OK,False
54,3,highway_transit,5.13,48.1,OK,False
55,3,highway_transit,4.82,48.4,OK,False
56,3,highway_transit,5.07,47.1,OK,False
57,3,highway_transit,4.83,48.9,OK,False
58,3,highway_transit,4.82,50.8,OK,False
59,3,highway_transit,5.06,48.1,OK,False
60,3,highway_transit,5.12,47.0,OK,False
61,3,highway_transit,4.9,47.1,OK,False
62,3,highway_transit,5.16,50.9,OK,False
63,3,highway_transit,5.16,48.6,OK,False
64,3,highway_transit,5.11,48.1,OK,False
65,3,highway_transit,5.03,48.0,OK,False
66,3,highway_transit,4.88,49.8,OK,False
67,3,highway_transit,4.88,49.6,OK,False
68,3,highway_transit,4.97,48.5,OK,False
69,3,highway_transit,4.96,48.4,OK,False
70,3,highway_transit,4.88,48.7,OK,False
71,3,highway_transit,5.08,47.9,OK,False
72,3,highway_transit,4.88,48.7,OK,False
73,3,highway_transit,5.04,52.4,OK,False
74,3,highway_transit,4.88,50.3,OK,False
75,3,highway_transit,5.05,51.0,OK,False
76,3,highway_transit,5.1,51.2,OK,False
77,3,highway_transit,5.14,48.2,OK,False
78,3,highway_transit,5.03,48.6,OK,False
79,3,highway_transit,5.04,48.9,OK,False
80,3,highway_transit,5.15,48.6,OK,False
81,3,highway_transit,4.96,49.5,OK,False
82,3,highway_transit,5.07,47.2,OK,False
83,3,highway_transit,4.9,47.1,OK,False
84,3,highway_transit,5.06,52.9,OK,False
85,3,highway_transit,4.84,50.0,OK,False
86,3,highway_transit,4.9,49.8,OK,False
87,3,highway_transit,4.89,50.5,OK,False
88,3,highway_transit,5.05,47.2,OK,False
89,3,highway_transit,5.06,52.5,OK,False
90,3,customs_hub_hold,6.08,56.9,OK,False
91,3,customs_hub_hold,5.84,53.7,OK,False
92,3,customs_hub_hold,6.06,55.4,OK,False
93,3,customs_hub_hold,6.01,52.0,OK,False
94,3,customs_hub_hold,6.12,53.6,OK,False
95,3,customs_hub_hold,6.14,52.5,OK,False
96,3,customs_hub_hold,6.09,53.2,OK,False
97,3,customs_hub_hold,5.98,55.6,OK,False
98,3,customs_hub_hold,6.17,54.2,OK,False
99,3,customs_hub_hold,5.95,54.3,OK,False
100,3,customs_hub_hold,6.03,53.3,OK,False
101,3,customs_hub_hold,5.85,52.0,OK,False
102,3,customs_hub_hold,6.14,54.5,OK,False
103,3,customs_hub_hold,5.96,54.2,OK,False
104,3,customs_hub_hold,6.01,56.7,OK,False
105,3,customs_hub_hold,5.92,57.2,OK,False
106,3,customs_hub_hold,5.87,52.1,OK,False
107,3,customs_hub_hold,5.8,55.1,OK,False
108,3,customs_hub_hold,5.91,57.6,OK,False
109,3,customs_hub_hold,6.06,54.3,OK,False
110,3,customs_hub_hold,5.94,53.3,OK,False
111,3,customs_hub_hold,5.99,52.9,OK,False
112,3,customs_hub_hold,5.9,54.2,OK,False
113,3,customs_hub_hold,6.08,53.6,OK,False
114,3,customs_hub_hold,6.16,57.9,OK,False
115,3,customs_hub_hold,5.81,55.7,OK,False
116,3,customs_hub_hold,5.87,53.8,OK,False
117,3,customs_hub_hold,6.03,56.3,OK,False
118,3,customs_hub_hold,6.09,52.9,OK,False
119,3,customs_hub_hold,6.01,57.1,OK,False
120,3,customs_hub_hold,5.95,52.4,OK,False
121,3,customs_hub_hold,5.8,56.1,OK,False
122,3,customs_hub_hold,6.05,56.6,OK,False
123,3,customs_hub_hold,6.07,57.6,OK,False
124,3,customs_hub_hold,5.83,57.7,OK,False
125,3,customs_hub_hold,6.1,57.7,OK,False
126,3,customs_hub_hold,6.01,52.8,OK,False
127,3,customs_hub_hold,5.81,53.4,OK,False
128,3,customs_hub_hold,6.14,57.8,OK,False
129,3,customs_hub_hold,5.8,55.6,OK,False
130,3,customs_hub_hold,6.08,52.4,OK,False
131,3,customs_hub_hold,5.86,57.1,OK,False
132,3,customs_hub_hold,5.91,57.8,OK,False
133,3,customs_hub_hold,6.15,52.8,OK,False
134,3,customs_hub_hold,6.12,54.2,OK,False
135,3,last_mile_delivery,5.14,50.5,OK,False
136,3,last_mile_delivery,4.99,49.3,OK,False
137,3,last_mile_delivery,4.92,48.4,OK,False
138,3,last_mile_delivery,5.16,48.6,OK,False
139,3,last_mile_delivery,5.12,48.3,OK,False
140,3,last_mile_delivery,4.9,50.7,OK,False
141,3,last_mile_delivery,5.11,47.6,OK,False
142,3,last_mile_delivery,4.98,47.2,OK,False
143,3,last_mile_delivery,5.19,45.3,OK,False
144,3,last_mile_delivery,4.88,47.6,OK,False
145,3,last_mile_delivery,4.85,50.5,OK,False
146,3,last_mile_delivery,5.09,46.6,OK,False
147,3,last_mile_delivery,4.85,47.8,OK,False
148,3,last_mile_delivery,5.03,49.7,OK,False
149,3,last_mile_delivery,4.98,49.7,OK,False
150,3,last_mile_delivery,5.19,45.4,OK,False
151,3,last_mile_delivery,4.95,49.6,OK,False
152,3,last_mile_delivery,4.98,48.1,OK,False
153,3,last_mile_delivery,5.0,45.9,OK,False
154,3,last_mile_delivery,4.87,47.1,OK,False
155,3,last_mile_delivery,4.99,50.3,OK,False
156,3,last_mile_delivery,5.0,48.0,OK,False
157,3,last_mile_delivery,5.04,46.3,OK,False
158,3,last_mile_delivery,5.16,49.5,OK,False
159,3,last_mile_delivery,5.16,47.4,OK,False
160,3,last_mile_delivery,4.95,50.6,OK,False
161,3,last_mile_delivery,5.15,48.2,OK,False
162,3,last_mile_delivery,4.86,47.2,OK,False
163,3,last_mile_delivery,4.81,47.1,OK,False
164,3,last_mile_delivery,5.15,46.2,OK,False
0,4,cold_storage_loading,4.16,45.1,OK,False
1,4,cold_storage_loading,3.84,42.0,OK,False
2,4,cold_storage_loading,3.97,46.6,OK,False
3,4,cold_storage_loading,4.15,45.4,OK,False
4,4,cold_storage_loading,4.0,44.6,OK,False
5,4,cold_storage_loading,3.9,46.1,OK,False
6,4,cold_storage_loading,4.08,46.8,OK,False
7,4,cold_storage_loading,3.81,46.0,OK,False
8,4,cold_storage_loading,4.13,46.5,OK,False
9,4,cold_storage_loading,3.9,43.7,OK,False
10,4,cold_storage_loading,4.0,42.8,OK,False
11,4,cold_storage_loading,3.89,47.1,OK,False
12,4,cold_storage_loading,3.85,45.8,OK,False
13,4,cold_storage_loading,3.95,44.5,OK,False
14,4,cold_storage_loading,3.8,47.7,OK,False
15,4,cold_storage_loading,3.8,47.6,OK,False
16,4,cold_storage_loading,4.15,44.5,OK,False
17,4,cold_storage_loading,3.88,45.9,OK,False
18,4,cold_storage_loading,3.91,45.7,OK,False
19,4,cold_storage_loading,4.12,47.7,OK,False
20,4,cold_storage_loading,4.09,43.8,OK,False
21,4,cold_storage_loading,4.16,47.2,OK,False
22,4,cold_storage_loading,4.12,44.4,OK,False
23,4,cold_storage_loading,4.05,43.1,OK,False
24,4,cold_storage_loading,4.06,46.5,OK,False
25,4,cold_storage_loading,3.95,42.6,OK,False
26,4,cold_storage_loading,3.87,42.2,OK,False
27,4,cold_storage_loading,3.97,47.0,OK,False
28,4,cold_storage_loading,4.05,44.8,OK,False
29,4,cold_storage_loading,3.86,42.3,OK,False
30,4,highway_transit,5.1,49.2,OK,False
31,4,highway_transit,4.85,52.0,OK,False
32,4,highway_transit,4.96,50.7,OK,False
33,4,highway_transit,5.15,51.9,OK,False
34,4,highway_transit,5.08,51.6,OK,False
35,4,highway_transit,4.85,50.0,OK,False
36,4,highway_transit,4.93,50.5,OK,False
37,4,highway_transit,5.09,52.1,OK,False
38,4,highway_transit,5.0,50.9,OK,False
39,4,highway_transit,5.16,48.9,OK,False
40,4,highway_transit,5.11,49.2,OK,False
41,4,highway_transit,5.04,51.1,OK,False
42,4,highway_transit,4.95,52.8,OK,False
43,4,highway_transit,5.01,48.9,OK,False
44,4,highway_transit,4.93,47.0,OK,False
45,4,highway_transit,4.95,52.8,OK,False
46,4,highway_transit,4.81,51.8,OK,False
47,4,highway_transit,4.89,51.0,OK,False
48,4,highway_transit,5.07,50.6,OK,False
49,4,highway_transit,5.04,47.5,OK,False
50,4,highway_transit,5.17,51.2,OK,False
51,4,highway_transit,5.16,52.3,OK,False
52,4,highway_transit,4.82,49.5,OK,False
53,4,highway_transit,5.19,47.4,OK,False
54,4,highway_transit,5.06,48.7,OK,False
55,4,highway_transit,4.89,51.1,OK,False
56,4,highway_transit,5.05,48.9,OK,False
57,4,highway_transit,5.13,51.3,OK,False
58,4,highway_transit,5.18,52.3,OK,False
59,4,highway_transit,5.1,52.7,OK,False
60,4,highway_transit,5.18,51.0,OK,False
61,4,highway_transit,4.8,48.9,OK,False
62,4,highway_transit,4.99,50.2,OK,False
63,4,highway_transit,4.99,50.9,OK,False
64,4,highway_transit,5.19,50.0,OK,False
